seed,l1_staff,l2_staff,arrivals,served,avg_wait_min,p95_wait_min,util_l1,fcr,reopen,voc_mean,sla_2min
12346,12,4,2279,2239,500.0075961977142,3461.833571365207,0.2937349260595027,0.794104510942385,0.012952210808396605,3.5509237375237666,0.07146047342563644
12347,12,4,2326,2303,483.4974377165232,3074.9311051976347,0.2929463060751483,0.7720364741641338,0.016500217108119844,3.4980393986199156,0.060790273556231005
12348,12,4,2250,2231,516.9252425861109,3269.212250913998,0.2984257349320969,0.7785746302106679,0.01703272075302555,3.5193539211446976,0.05737337516808606
12349,12,4,2287,2277,534.314407399373,3607.6751050507264,0.29431107153462943,0.7575757575757576,0.01668862538427756,3.4702763084875157,0.05665349143610013
12350,12,4,2322,2282,567.250417809224,3491.3697156113494,0.2925509313971232,0.7528483786152498,0.025416301489921123,3.457328938747628,0.061787905346187555
12351,12,4,2297,2290,434.26941509741914,2831.5998778243957,0.29454628362420676,0.7899563318777293,0.016593886462882096,3.5411649702229218,0.06506550218340611
12352,12,4,2322,2296,528.0967144912504,3291.6030754894914,0.29745588284341573,0.759581881533101,0.017857142857142856,3.477738961249511,0.06881533101045297
12353,12,4,2129,2120,534.2214048654319,3502.867758354385,0.27378902244362113,0.7721698113207547,0.014622641509433962,3.505918519843848,0.06745283018867924
12354,12,4,2371,2321,516.5736033695357,3527.7188648015144,0.3014264954285108,0.7785437311503662,0.022834984920292976,3.502070010323935,0.07324429125376992
12355,12,4,2328,2308,539.2609975040195,3550.9184889751923,0.2940786264003858,0.7686308492201039,0.021663778162911613,3.493207552651699,0.0645580589254766
12356,12,4,2205,2185,489.5401566365989,3108.2596880560573,0.28609358920414935,0.7615560640732265,0.014187643020594966,3.493159059727338,0.06315789473684211
12357,12,4,2238,2197,496.3753242679961,3426.588596367305,0.29561484486508094,0.7792444242148384,0.018206645425580335,3.502942984477719,0.06781975421028676
12358,12,4,2231,2213,556.5422999578783,3517.8817050670264,0.29144395359000863,0.7686398553999096,0.02078626299141437,3.5054342723170713,0.05603253502033439
12359,12,4,2311,2284,541.0057131367471,3706.7146588679248,0.29781297844861027,0.7837127845884413,0.010945709281961471,3.5310387228717097,0.06260945709281962
12360,12,4,2322,2301,506.7987649298991,3481.9756291552535,0.2973169876804157,0.7700999565406345,0.016514558887440245,3.489685145039245,0.06475445458496305
12361,12,4,2249,2228,537.3518330061355,3196.1780656787987,0.2914346565274406,0.7657091561938959,0.0210951526032316,3.4940483864438066,0.06642728904847396
12362,12,4,2288,2267,510.85363410492755,3446.44605683659,0.299910108043877,0.7745919717688575,0.018526687251874726,3.524034276864726,0.0670489633877371
12363,12,4,2348,2304,473.22660913789684,3145.294798789822,0.30314281426146433,0.7677951388888888,0.020833333333333332,3.4733550223085796,0.061197916666666664
12364,12,4,2285,2257,548.3275259170395,3543.403357766236,0.2843408127072227,0.7687195392113425,0.01905183872396987,3.5016194392274866,0.061586176340274704
12365,12,4,2365,2339,478.1961649798438,3598.57739025607,0.30593365461193406,0.7764001710132535,0.01838392475416845,3.5100921638133133,0.06840530141085935
12366,12,4,2336,2300,529.7587235133585,3346.531636209578,0.3083347576312585,0.7730434782608696,0.016956521739130436,3.50179118896862,0.06043478260869565
12367,12,4,2212,2178,615.4276510342366,3818.671224494263,0.28396620842670534,0.7681359044995408,0.021120293847566574,3.4769316263124583,0.05876951331496786
12368,12,4,2292,2272,498.6215499018767,3274.3402739870216,0.29936169915441724,0.7794894366197183,0.018485915492957746,3.516214155041416,0.06954225352112677
12369,12,4,2232,2205,534.9050699975757,3558.1822198642326,0.2739825405671295,0.7791383219954648,0.016780045351473923,3.521370336027344,0.06258503401360545
12370,12,4,2221,2205,516.0731926221852,3337.4372338324497,0.2888477029905776,0.7732426303854876,0.0163265306122449,3.4905124763809106,0.07029478458049887
12371,12,4,2188,2161,496.03320357472785,3262.340811625385,0.2794766485760004,0.7834335955576122,0.015270708005552984,3.5095043372894437,0.06385932438685793
12372,12,4,2245,2216,464.8739724832003,3136.7522017803863,0.29105334304419395,0.7743682310469314,0.02256317689530686,3.5058464159319973,0.06362815884476535
12373,12,4,2272,2242,500.8966386931414,3173.7973620715634,0.28685323556078446,0.7747546833184656,0.014719000892060661,3.509083605553768,0.06467439785905442
12374,12,4,2289,2276,541.3920156076157,3659.2988595344505,0.2946439188120345,0.7666959578207382,0.01845342706502636,3.4886872254700503,0.06678383128295255
12345,12,6,2513,2497,480.94856246928634,3013.623016579284,0.3269612021153837,0.7180616740088106,0.02042450941129355,3.4041064645070898,0.06527833400080096
12346,12,6,2523,2513,466.12136969413774,2315.4631824582443,0.3296370094204867,0.6860326303223239,0.024671707122960605,3.332908603822924,0.06605650616792678
12347,12,6,2540,2500,493.4745756401405,2687.8200534996527,0.3293623993311292,0.7024,0.0264,3.3522665790554225,0.0556
12348,12,6,2613,2592,524.7693338438,2766.45490174133,0.33486622274865613,0.683641975308642,0.025848765432098766,3.3464583050347976,0.05632716049382716
12349,12,6,2574,2554,525.8779282484734,2807.62591292467,0.32809573259898794,0.6879404855129209,0.02779953014878622,3.347432760284756,0.06225528582615505
12350,12,6,2543,2508,556.1064874969818,2878.325081615817,0.3172443883853166,0.6953748006379585,0.02073365231259968,3.3575162181365292,0.05582137161084529
12351,12,6,2457,2444,530.2637902632157,2829.978862511785,0.3202322096772481,0.6963993453355155,0.02414075286415712,3.3662994726889344,0.06382978723404255
12352,12,6,2504,2481,506.0937391192135,2685.8749749869526,0.33307148718354235,0.6864167674324869,0.024586860137041516,3.339170681678922,0.05239822652156389
12353,12,6,2521,2501,488.12173043532135,2649.2087293281534,0.33051087663856776,0.68812475009996,0.022790883646541384,3.3380576229893735,0.05677728908436625
12354,12,6,2469,2445,550.8816577342019,2905.756976262378,0.30830438707670677,0.6895705521472393,0.02822085889570552,3.353514595106336,0.06094069529652352
12355,12,6,2470,2438,532.1418511992562,2848.0596997739453,0.32547622364524564,0.7054963084495488,0.026251025430680888,3.3590323710960317,0.055373256767842494
12356,12,6,2559,2532,548.9578391292722,3041.9122833236715,0.32721364932932157,0.6939178515007899,0.02646129541864139,3.357522770081146,0.05252764612954187
12357,12,6,2468,2439,492.4261725390537,2689.9084231269826,0.3254999913903278,0.7068470684706847,0.01927019270192702,3.367867769263924,0.05781057810578106
12358,12,6,2571,2540,498.7610767060902,2734.835479974773,0.3351986153498289,0.7114173228346456,0.024803149606299212,3.39411068913089,0.06456692913385827
12359,12,6,2470,2457,533.8104763396784,2804.725705611636,0.31817956804913367,0.6853886853886854,0.026455026455026454,3.349162157292167,0.05291005291005291
12360,12,6,2583,2566,493.1101700022631,2645.1074277541657,0.3289913889416003,0.7053780202650038,0.025720966484801246,3.3877174666136565,0.06780982073265783
12361,12,6,2582,2535,484.4904967801162,2674.8524780913426,0.33599989120507767,0.6844181459566075,0.020118343195266272,3.337071133971031,0.05759368836291913
12362,12,6,2610,2576,455.3167039720255,2448.8510229768276,0.3475480874839243,0.6859472049689441,0.027562111801242236,3.3333479549357623,0.059782608695652176
12363,12,6,2570,2548,564.5340110168252,2787.7573367623486,0.32300660238014317,0.6942700156985872,0.022762951334379906,3.366209404354163,0.05180533751962323
12364,12,6,2524,2505,566.6272194627547,2826.817119126253,0.32475796569398124,0.6906187624750499,0.020758483033932136,3.344643487069548,0.057085828343313376
12365,12,6,2568,2537,490.23903193099517,2664.245910263743,0.3258573912767594,0.7016160819865983,0.0216791486007095,3.3686396615893317,0.06700827749310209
12366,12,6,2534,2510,487.4974788244665,2662.84318701579,0.33652210040758285,0.6940239043824701,0.024701195219123506,3.357414194043027,0.05458167330677291
12367,12,6,2471,2460,573.3197602469097,2989.2145702086423,0.31990694012535664,0.6910569105691057,0.03008130081300813,3.344007879522074,0.06382113821138212
12368,12,6,2484,2469,443.74397556898725,2361.8033965352524,0.3232580569549216,0.6966383151073309,0.024706358849736737,3.364713587701328,0.05427298501417578
12369,12,6,2586,2554,509.53495169460376,3035.6564502078995,0.3385247120052845,0.7122161315583398,0.023884103367267033,3.3795220937525903,0.05403288958496476
12370,12,6,2446,2425,499.45192973948775,2517.6267600287847,0.3095107990670524,0.7002061855670103,0.019381443298969073,3.368464115610833,0.06350515463917526
12371,12,6,2410,2388,523.7282591389733,2664.771883140542,0.3155174287243046,0.7047738693467337,0.02386934673366834,3.363259647895753,0.06281407035175879
12372,12,6,2499,2479,488.3101443060681,2813.712027909213,0.3213117394130336,0.681726502622025,0.027833803953206938,3.336702913561355,0.05808793868495361
12373,12,6,2573,2541,448.4080383126336,2339.8895009168596,0.3336437905721327,0.6820149547422275,0.029122392758756395,3.323278097072773,0.05706414797323888
12374,12,6,2490,2458,547.5286861750775,2894.257778166155,0.3206865642787162,0.6871440195280716,0.021562245728234338,3.3489367924664433,0.05532953620829943
12345,12,8,2776,2751,370.6033095726943,1673.6627959134107,0.3460259178399916,0.6299527444565612,0.025808796801163214,3.242458089739105,0.053071610323518724
12346,12,8,2755,2733,395.3890037749692,1928.6634269503372,0.3505800261826712,0.6330040248810831,0.031833150384193196,3.2299818296315186,0.05634833516282473
12347,12,8,2852,2806,334.03870269918025,1444.999467569862,0.35396540945565025,0.6250890947968638,0.02601568068424804,3.23226941703617,0.05345687811831789
12348,12,8,2661,2643,430.83902455550873,1999.3293007448526,0.34006415677064994,0.6398032538781687,0.029511918274687854,3.2695410982898276,0.058267120696178586
12349,12,8,2754,2737,420.38767086584613,1874.8639306971181,0.3559752647822732,0.6306174643770551,0.02703690171720862,3.242220677176937,0.051516258677384
12350,12,8,2834,2805,386.34578022262696,1642.3947170545734,0.36330667279778783,0.6367201426024955,0.027094474153297684,3.252057247324458,0.04634581105169341
12351,12,8,2879,2822,352.89474017791343,1470.98987883313,0.38140001664741496,0.6293408929836996,0.029411764705882353,3.2246720440029666,0.051381998582565556
12352,12,8,2677,2664,455.38181232854976,2041.9027143269907,0.35716124229475305,0.6208708708708709,0.028903903903903905,3.227704416191453,0.047672672672672674
12353,12,8,2815,2797,367.53736072676617,1573.6812346752483,0.36854341895310166,0.6095816946728638,0.021094029317125493,3.1997250629254745,0.04826599928494816
12354,12,8,2723,2699,359.33544860944625,1731.7130100212737,0.3577171589333122,0.6361615413115969,0.028899592441645052,3.23568773757883,0.054464616524638756
12355,12,8,2608,2600,437.2174763101198,1964.2461828094367,0.34348120464024817,0.6261538461538462,0.027692307692307693,3.242832498740141,0.04846153846153846
12356,12,8,2748,2726,326.4849514812291,1827.7451197021096,0.36039842460893423,0.6504035216434336,0.02677916360968452,3.276280700569861,0.05612619222303742
12357,12,8,2806,2784,377.1844621084812,1638.631552338693,0.3684285972902224,0.6264367816091954,0.028735632183908046,3.2319551424766293,0.04454022988505747
12358,12,8,2874,2853,405.35463397229233,1857.7309394012052,0.3629913755530245,0.6435331230283912,0.02874167542937259,3.2698529367595417,0.060988433228180865
12359,12,8,2733,2706,382.25944347019123,1790.4020440678462,0.35153069671860737,0.6286031042128604,0.03510716925351072,3.2305455800341827,0.05543237250554324
12360,12,8,2787,2765,397.77207902873437,1821.5691818216385,0.3557773558664694,0.6249547920433997,0.03471971066907776,3.212823723515299,0.05461121157323689
12361,12,8,2760,2739,409.71537626003663,1893.286690344774,0.3529671169237679,0.6323475721066083,0.029937933552391383,3.2581016071385354,0.0624315443592552
12362,12,8,2660,2630,459.27793621956886,2111.067305187577,0.35011177867996573,0.6326996197718631,0.028136882129277566,3.2403563884476068,0.04410646387832699
12363,12,8,2860,2833,411.7986882248126,1831.2063697224344,0.37390696785999694,0.6336039534062831,0.030356512530885987,3.252248102475713,0.04376985527709142
12364,12,8,2717,2695,470.93751219288686,1918.7058991213098,0.3459173962111845,0.6304267161410019,0.034137291280148425,3.236430967985773,0.05602968460111317
12365,12,8,2818,2802,340.80107774390274,1594.6379686938412,0.3600600892658205,0.639186295503212,0.02569593147751606,3.2570198192498405,0.06887937187723055
12366,12,8,2849,2827,406.9913631968569,1784.6866191069057,0.36782622378820673,0.6246904846126636,0.033958259639193494,3.2327440106683927,0.04633887513264945
12367,12,8,2702,2677,419.58012080460855,2164.725272326476,0.3450537753347113,0.6440044826298095,0.02577512140455734,3.2662565337055742,0.06387747478520732
12368,12,8,2747,2718,313.01905508055626,1472.9269939839562,0.358604865967224,0.6295069904341427,0.03090507726269316,3.231249839999084,0.05518763796909492
12369,12,8,2715,2704,370.90385358127423,1759.9816122034417,0.3513305017832146,0.643491124260355,0.026627218934911243,3.269061789791706,0.059911242603550297
12370,12,8,2803,2770,362.45870523408377,1476.3735720517639,0.36619809210380855,0.6277978339350181,0.02888086642599278,3.2236289694556435,0.05198555956678701
12371,12,8,2725,2705,344.25054086993634,1729.93895376476,0.34805728468202723,0.6373382624768946,0.029944547134935304,3.2467917161020976,0.06025878003696858
12372,12,8,2730,2704,360.86448368255367,1745.2247850788535,0.35038108571846155,0.6283284023668639,0.031804733727810654,3.2443533370098896,0.055103550295857985
12373,12,8,2770,2738,315.69556876210964,1433.520201439345,0.3621921295445163,0.6150474799123448,0.0295836376917458,3.209072805028393,0.04857560262965668
12374,12,8,2748,2732,392.56766221924323,1798.460362311354,0.35022640666976895,0.623718887262079,0.030014641288433383,3.232655654933996,0.05197657393850659
12345,14,4,2226,2221,497.7956346399173,3351.397124951037,0.25076738258241427,0.7793786582620441,0.01620891490319676,3.5231562464120234,0.06258442143178748
12346,14,4,2272,2267,567.1698137837815,3959.3064581884937,0.24379864800105325,0.7798853109836789,0.017203352448169385,3.525365193588562,0.06660785178650198
12347,14,4,2226,2220,551.4585793502631,3831.526900321365,0.24181852998578252,0.777927927927928,0.010810810810810811,3.522331727663158,0.06576576576576576
12348,14,4,2302,2300,539.5750179107873,3517.6140523004083,0.25485722032221014,0.7543478260869565,0.02217391304347826,3.4786802611872014,0.059130434782608696
12349,14,4,2273,2271,485.04501329975693,3261.7346664665392,0.26095986950292227,0.7727873183619551,0.017613386173491855,3.500742489071978,0.0607661822985469
12350,14,4,2396,2386,552.7041409266157,3712.0795110417307,0.26076478972939054,0.7657166806370495,0.015088013411567477,3.499967118128139,0.06370494551550712
12351,14,4,2287,2281,523.0836113052138,3585.5732589316217,0.2539997430310358,0.7737834283209118,0.017536168347216132,3.5143621532792277,0.06839105655414292
12352,14,4,2212,2208,496.81125236645147,3068.91043567813,0.24025735731749417,0.7807971014492754,0.01947463768115942,3.530023329994227,0.07789855072463768
12353,14,4,2270,2262,552.7697352538354,3657.4458265850267,0.2522412637922192,0.7824933687002652,0.018125552608311227,3.518422522253178,0.06321839080459771
12354,14,4,2258,2255,526.1471213075141,3518.8377993354147,0.2483520501772125,0.7676274944567627,0.02483370288248337,3.4907803206991197,0.07095343680709534
12355,14,4,2278,2271,561.7655344597794,3833.9534986496224,0.2525080680948493,0.7952443857331571,0.01453104359313078,3.5461373513887717,0.06869220607661823
12356,14,4,2323,2323,514.6009207418996,3253.76580980551,0.26167458813040323,0.758071459319845,0.015497201894102454,3.485204773823502,0.06457167455876023
12357,14,4,2333,2325,480.9672843008079,3128.83678476776,0.2620255275347966,0.7746236559139785,0.018494623655913978,3.510081163216268,0.0696774193548387
12358,14,4,2228,2216,563.6734888424943,3730.622386775478,0.24662740791429485,0.7793321299638989,0.0194043321299639,3.5102784725501572,0.06453068592057762
12359,14,4,2195,2190,549.6380091400707,3756.20101129425,0.24180802709542432,0.773972602739726,0.01872146118721461,3.4910461590699815,0.06575342465753424
12360,14,4,2246,2245,557.8801809933556,3761.7166361674444,0.24341808914507393,0.7701559020044544,0.020489977728285078,3.508812185201038,0.07305122494432072
12361,14,4,2276,2271,612.4258696621673,3724.480079992677,0.25842035993878404,0.7494495816820784,0.018494055482166448,3.4681199411208343,0.06737120211360634
12362,14,4,2202,2197,564.3233643057204,3556.387393870087,0.24560288149009518,0.779699590350478,0.02002730996813837,3.5275742461256416,0.07328174783796086
12363,14,4,2227,2220,514.8253791104931,3228.3057696146598,0.24794499691382293,0.7657657657657657,0.01936936936936937,3.500516642479106,0.06801801801801802
12364,14,4,2258,2252,494.52209051468503,3239.373247810625,0.24230477311970217,0.7806394316163411,0.015985790408525755,3.534237177117658,0.06793960923623446
12365,14,4,2369,2366,578.6572359119801,3754.817300382004,0.2732946818460347,0.7662721893491125,0.0169061707523246,3.481285188102651,0.06804733727810651
12366,14,4,2239,2232,511.38881472598837,3329.869201178614,0.25271676461634557,0.7885304659498208,0.016577060931899642,3.546601266525323,0.06720430107526881
12367,14,4,2229,2228,542.6357437970776,3569.3546030747757,0.25041427572016206,0.7863554757630161,0.018850987432675045,3.5216099185410257,0.07315978456014363
12368,14,4,2239,2238,493.73091603840686,3525.7438660305206,0.25028094490050645,0.7837354781054513,0.01653261840929401,3.5196758727645174,0.07908847184986595
12369,14,4,2219,2208,532.9897076665758,3459.410357316532,0.24155577131687492,0.7622282608695652,0.018115942028985508,3.4789885282650754,0.06159420289855073
12370,14,4,2271,2256,537.7540821602786,3127.4768945897245,0.2562757584257615,0.7593085106382979,0.022606382978723406,3.473640936432197,0.06914893617021277
12371,14,4,2355,2350,482.3488268267487,3601.393662446556,0.2645822706058691,0.7761702127659574,0.01872340425531915,3.502952002384595,0.07063829787234042
12372,14,4,2249,2235,535.6505915008873,3602.822232938809,0.25127007186685213,0.7722595078299777,0.021029082774049218,3.5000487658838213,0.07114093959731543
12373,14,4,2297,2293,531.110821642214,3322.951826082484,0.251234498044507,0.7706061927605756,0.017880505887483647,3.5210450467150625,0.08024422154382904
12374,14,4,2314,2303,540.109993561152,3532.6291010932346,0.26275195930786976,0.7594442032132002,0.01910551454624403,3.4835989944627532,0.05557967867998263
12345,14,6,2574,2568,417.28210762975084,2144.0165784130527,0.2818472551884029,0.7044392523364486,0.021417445482866043,3.3878254761064976,0.06736760124610591
12346,14,6,2619,2615,489.73738225087516,2639.3983437388288,0.2897335103291998,0.6711281070745698,0.023326959847036328,3.3099243987623654,0.058508604206500954
12347,14,6,2521,2519,523.3287675568041,2608.4954265262063,0.27922338498652416,0.6816196903533148,0.028582770940849545,3.342741694645358,0.057562524811433105
12348,14,6,2550,2544,473.02677981495987,2732.5639242594975,0.2856512246626659,0.6890723270440252,0.025157232704402517,3.3659511124366013,0.05738993710691824
12349,14,6,2483,2481,500.31277431436337,2803.3179661538106,0.27189083888045085,0.6896412736799677,0.02418379685610641,3.358212612868382,0.05804111245465538
12350,14,6,2553,2545,556.2495364675083,2812.346248980056,0.2892636045268324,0.6793713163064833,0.0243614931237721,3.330358805489491,0.055402750491159135
12351,14,6,2477,2465,528.9518026051087,2746.817958501099,0.27845114891833644,0.6929006085192698,0.026774847870182555,3.3602200990979565,0.05760649087221095
12352,14,6,2539,2534,505.84669234823184,2745.735582517154,0.2841546594102055,0.6850828729281768,0.028018942383583267,3.338140605188761,0.05840568271507498
12353,14,6,2545,2542,521.2335268796417,2853.275505502642,0.2807183490722372,0.6829268292682927,0.023996852871754525,3.3336264002067675,0.06451612903225806
12354,14,6,2524,2520,523.9070789590048,2752.349041450388,0.2753597763743997,0.692063492063492,0.027777777777777776,3.364350223199938,0.06587301587301587
12355,14,6,2519,2512,506.9707535574082,2811.678794545305,0.2763783658054204,0.7066082802547771,0.02786624203821656,3.3755136391340073,0.06050955414012739
12356,14,6,2560,2558,507.89947229475473,2756.3976479162234,0.2779487597637691,0.7087568412822518,0.02111024237685692,3.3973987416551483,0.06528537920250195
12357,14,6,2430,2419,571.5875402490809,2789.238360128318,0.2721377101893479,0.6808598594460521,0.02273666804464655,3.318499760153228,0.05374121537825548
12358,14,6,2506,2492,488.2339678123401,2639.6004742721566,0.2787370953221517,0.7006420545746388,0.024077046548956663,3.3809139995504998,0.06019261637239166
12359,14,6,2485,2480,475.4584013449821,2554.930420457291,0.2745376211724256,0.6963709677419355,0.025,3.3686584827928323,0.0625
12360,14,6,2458,2454,506.18460451022435,2799.3645682102856,0.26604295585006776,0.6968215158924206,0.024857375713121434,3.3501889781209164,0.059494702526487364
12361,14,6,2416,2412,541.5327947976834,3221.375923943273,0.2643299577271332,0.711028192371476,0.02529021558872305,3.405263268936666,0.060945273631840796
12362,14,6,2446,2440,494.4234224703725,2582.4249959704907,0.287294673234739,0.6938524590163935,0.030737704918032786,3.3607719891625525,0.06352459016393443
12363,14,6,2514,2511,530.2101506496242,2741.2124405850154,0.28160309885713414,0.6849860613301474,0.022301871764237355,3.337605479168994,0.056551174830744726
12364,14,6,2429,2425,461.43484987406754,2602.5982592232745,0.26200249987469165,0.7142268041237113,0.021855670103092785,3.4085073332197107,0.07051546391752578
12365,14,6,2594,2591,421.2232157539135,2247.289451575841,0.28926513169808454,0.6889231956773446,0.023157082207641837,3.335445457513981,0.06561173292165187
12366,14,6,2469,2463,484.61674382649375,2706.866648839811,0.2813691962028818,0.6743808363784003,0.02395452699959399,3.328660117472286,0.05968331303288672
12367,14,6,2517,2508,468.2620547970943,2330.184831143802,0.2839274655162928,0.6638755980861244,0.023923444976076555,3.2946142397271685,0.05781499202551834
12368,14,6,2664,2643,486.653916130606,2433.887621645743,0.29594006825330993,0.7003405221339387,0.02383654937570942,3.3723235564652554,0.06469920544835414
12369,14,6,2467,2466,501.9810718730108,2678.7095780695236,0.2745198874397943,0.6942416869424168,0.026358475263584754,3.3626636710170157,0.05677210056772101
12370,14,6,2452,2451,492.62946194563125,2660.7339061724433,0.2734399006530284,0.7058343533251734,0.018767849857201143,3.3709272086488125,0.05915952672378621
12371,14,6,2584,2582,521.8988038999925,2684.637436986255,0.286998958189677,0.6979085979860573,0.024012393493415957,3.368022149290471,0.06700232378001549
12372,14,6,2519,2512,469.9948654187167,2380.8389521948825,0.2894619797822603,0.6827229299363057,0.02945859872611465,3.3324751009933844,0.058121019108280256
12373,14,6,2470,2464,502.6677769997504,2500.3430755865293,0.2696291806550622,0.6879058441558441,0.023133116883116884,3.347741460735282,0.06168831168831169
12374,14,6,2515,2496,523.1984230712017,2719.938308769089,0.2823347004192669,0.7019230769230769,0.020833333333333332,3.3608066479625074,0.050881410256410256
12345,14,8,2728,2721,420.34161026920356,2146.6817217539024,0.2992743683942454,0.6504961411245865,0.03013597941933113,3.285290605945658,0.05769937522969496
12346,14,8,2771,2766,406.34911427477994,1914.0359973535783,0.3055696082035254,0.6464208242950108,0.026030368763557483,3.2764386562243732,0.05856832971800434
12347,14,8,2770,2763,518.0017987573311,2171.3245421145166,0.3016307747064963,0.6337314513210278,0.034020991675714804,3.2398928845474133,0.05573651827723489
12348,14,8,2843,2836,360.8258237344209,1745.8432840425996,0.3173832788104969,0.6396332863187588,0.025035260930888575,3.2700743794656386,0.05500705218617771
12349,14,8,2720,2718,429.84530879866617,1852.7853981138649,0.3062936930041107,0.6114790286975718,0.036055923473142015,3.1997170727444186,0.04893303899926416
12350,14,8,2883,2880,396.3946155966941,1816.3044485628973,0.31448780350560707,0.6347222222222222,0.025694444444444443,3.2567098261613907,0.052083333333333336
12351,14,8,2652,2644,413.98621970493366,1741.8125795189665,0.2989321555341468,0.6422087745839636,0.0264750378214826,3.2598575967434287,0.06013615733736762
12352,14,8,2736,2733,410.93680164053944,1860.343489748002,0.31365374099096455,0.6260519575557995,0.02707647274057812,3.2324368787393634,0.055250640321990487
12353,14,8,2671,2667,486.8329468524619,2448.115127446222,0.29389585674271335,0.6599175103112112,0.02699662542182227,3.2930456191839013,0.0562429696287964
12354,14,8,2800,2790,398.05336073915186,1799.2325935207725,0.3070357382972953,0.6491039426523297,0.026164874551971327,3.2860005099498433,0.057706093189964155
12355,14,8,2771,2760,447.85022171300966,1893.1767347863895,0.30581928408713777,0.6231884057971014,0.0322463768115942,3.220740995798876,0.05688405797101449
12356,14,8,2725,2697,454.8002519215024,2172.478666471827,0.3101782760263729,0.6470152020763812,0.028921023359288096,3.2806828318685497,0.05710048201705599
12357,14,8,2745,2741,408.4259192460524,1830.8757479808876,0.3002358145784525,0.6410069317767239,0.032834731849689894,3.2716521176742535,0.058372856621670924
12358,14,8,2774,2774,464.89680635691053,2038.3563406603687,0.30654786620334384,0.6521268925739006,0.028478731074260993,3.2933420197121346,0.06200432588320115
12359,14,8,2775,2769,421.5719298675387,2048.146107166229,0.3125136026819625,0.6439147706753341,0.03286384976525822,3.2706457374322766,0.051643192488262914
12360,14,8,2806,2802,446.49691901463365,1821.1042043075759,0.31525857043893357,0.6291934332619558,0.03354746609564597,3.2134241590893042,0.055674518201284794
12361,14,8,2617,2607,485.0968756496112,2525.29152711736,0.2995745241171953,0.648638281549674,0.02761795166858458,3.282357398434075,0.05523590333716916
12362,14,8,2767,2751,406.0557901229856,2030.06152310554,0.3163825384463939,0.6463104325699746,0.022173754998182478,3.2755571146019324,0.05707015630679753
12363,14,8,2850,2847,389.6214682234116,1507.1528080286873,0.3171901697056291,0.6259220231822972,0.03301721109940288,3.236453256224471,0.05303828591499824
12364,14,8,2767,2765,401.43006425880134,1681.6187593434825,0.3034252477101748,0.6216998191681736,0.03146473779385172,3.216627235848168,0.05714285714285714
12365,14,8,2778,2777,358.31125708247504,1758.9954562588543,0.30679592848225035,0.662945624774937,0.02484695714800144,3.297193201295669,0.06913935902052575
12366,14,8,2758,2748,411.6310816225849,1767.4668467811566,0.3086105893320888,0.6291848617176128,0.03056768558951965,3.2463963358943677,0.05858806404657933
12367,14,8,2794,2792,406.3407934671076,1826.1411186478801,0.3185420507865867,0.6378939828080229,0.03008595988538682,3.255700791258937,0.06267908309455587
12368,14,8,2759,2756,352.16352362364245,1504.9531689191494,0.29754193049259214,0.6284470246734397,0.03229317851959362,3.237213743258724,0.06204644412191582
12369,14,8,2735,2732,341.17090522529605,1531.7541786213344,0.3021338560987342,0.6372620790629575,0.028916544655929723,3.2412878639800917,0.055636896046852125
12370,14,8,2826,2818,325.2462364172879,1431.9468893439591,0.32271593418174843,0.630943931866572,0.036905606813342796,3.213773887743544,0.051809794180269694
12371,14,8,2772,2769,362.245301127594,1585.681576857568,0.3081046071005757,0.6388587937883713,0.0263633080534489,3.2542835136761217,0.05489346334416757
12372,14,8,2656,2654,455.21249588212606,2425.912084141402,0.30193274936251496,0.659758854559156,0.027505651846269782,3.289783509927442,0.0651846269781462
12373,14,8,2666,2664,353.1526198712674,1723.9446790272054,0.2943443188330818,0.6418918918918919,0.024399399399399398,3.2711672629118196,0.06156156156156156
12374,14,8,2827,2817,382.60166323578494,1772.9274210750673,0.316746833243978,0.6332978345757898,0.03372381966631168,3.2362678570201293,0.05360312389066383
